,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
421,0,4,9942,1,6,4,6,3,4,1,26,0,17,39,0
422,15,7,3360,9,12,2,4,5,4,0,0,0,39,39,1
423,12,4,11457,11,8,0,5,1,4,1,0,0,39,39,0
424,16,4,14957,0,5,4,3,4,4,0,0,0,34,39,0
425,8,4,6553,11,8,2,14,0,4,1,0,0,59,39,0
426,19,1,16414,12,13,4,10,1,4,1,0,15,39,39,0
427,6,4,13186,11,8,4,6,1,4,1,0,0,69,6,0
428,46,5,14544,11,8,2,4,0,4,1,0,0,39,39,1
429,30,2,17812,12,13,2,10,0,4,1,0,0,39,39,0
430,63,0,4504,11,8,6,0,1,4,1,0,0,23,39,0
431,0,0,12989,1,6,4,0,3,4,1,0,0,39,39,0
432,23,6,13129,9,12,3,10,1,4,0,25,0,39,39,0
433,13,4,364,7,11,2,8,5,4,0,0,0,24,39,1
434,10,4,5239,15,9,4,3,3,1,1,0,51,39,30,0
435,16,4,13510,12,13,2,10,0,4,1,0,0,49,39,1
436,17,2,17713,11,8,4,5,1,2,1,3,0,59,39,0
437,17,2,5303,15,9,4,11,1,4,0,0,0,39,39,0
438,6,4,2831,15,9,2,1,0,4,1,0,0,39,39,0
439,25,2,19402,15,9,2,1,5,4,0,0,0,39,39,0
440,12,4,20005,9,12,4,10,1,4,1,0,0,39,39,0
441,28,4,1325,11,8,0,1,1,4,0,0,0,27,39,0
442,7,1,11760,11,8,4,2,3,4,1,0,0,39,39,0
443,27,4,5267,15,9,2,10,0,4,1,0,0,39,39,1
444,10,4,20699,6,4,4,3,2,4,1,0,0,39,26,0
445,3,4,18179,15,9,4,12,1,4,1,0,0,34,39,0
446,27,4,17916,11,8,6,4,4,2,0,0,0,39,39,0
447,34,4,1866,11,8,2,3,0,0,1,0,0,39,39,0
448,3,4,7486,11,8,2,7,0,4,1,0,0,39,39,0
449,0,0,16611,1,6,4,0,3,4,0,0,0,4,39,0
450,2,4,13351,11,8,4,7,3,2,0,0,0,39,39,0
451,28,5,12433,15,9,2,3,0,4,1,0,0,54,39,1
452,43,4,15940,11,8,2,3,0,4,1,0,0,39,39,1
453,25,4,12464,7,11,2,4,0,2,1,0,0,39,0,1
454,27,6,15347,11,8,2,12,5,4,0,0,0,39,39,1
455,23,4,2469,8,10,2,7,0,1,1,0,0,39,39,1
456,13,4,10545,11,8,2,4,5,4,0,0,0,39,39,0
457,21,4,19740,15,9,2,14,0,2,1,0,0,49,39,0
458,6,4,1721,11,8,2,14,0,4,1,0,0,59,39,0
459,15,0,5191,15,9,2,0,0,4,1,0,0,39,39,0
460,27,4,5267,7,11,4,5,3,4,1,0,0,39,39,0
461,37,2,17858,11,8,2,14,0,2,1,0,0,39,39,0
462,15,4,6491,9,12,2,10,0,4,1,0,0,49,39,0
463,33,4,12031,3,1,3,3,4,4,1,0,0,39,39,0
464,7,4,9441,9,12,4,13,1,4,0,0,0,19,39,0
465,20,4,6098,11,8,2,1,5,4,0,0,0,59,39,0
466,35,4,818,11,8,0,14,4,4,1,0,0,39,39,0
467,21,4,685,15,9,2,14,0,4,1,0,0,39,39,0
468,32,4,11952,12,13,2,4,0,4,1,0,50,44,39,1
469,13,4,5464,9,12,2,13,5,4,0,0,0,15,39,1
470,43,4,12935,15,9,4,10,4,4,1,0,0,39,39,1
471,5,0,6979,15,9,4,0,3,4,1,0,0,39,39,0
472,18,4,17720,11,8,4,3,1,4,1,0,0,39,39,0
473,13,4,18363,11,8,4,14,1,4,1,0,0,59,39,0
474,50,4,1492,8,10,0,8,1,4,0,0,0,23,39,0
475,29,4,17469,9,12,4,3,1,4,0,0,0,39,39,0
476,0,4,13801,6,4,4,8,1,4,1,0,0,5,39,0
477,5,4,17562,15,9,4,6,3,4,1,0,0,29,39,0
478,10,4,8616,0,5,4,8,1,4,1,0,0,39,39,0
479,6,4,12501,11,8,4,8,4,4,0,0,0,34,39,0
480,16,4,4844,7,11,2,3,0,4,1,0,0,44,32,0
481,26,6,9508,15,9,2,3,0,4,1,0,0,19,39,0
482,11,7,2365,9,12,4,10,1,4,1,0,0,19,39,0
483,24,4,12055,11,8,3,3,4,4,0,0,0,39,39,0
484,35,0,17166,2,7,4,0,2,2,1,3,0,39,39,0
485,8,4,11608,15,9,3,1,3,2,0,0,0,19,39,0
486,46,0,20627,3,1,2,0,0,4,1,0,0,34,39,0
487,42,2,17789,11,8,2,14,0,4,1,0,0,44,39,0
488,28,2,8897,9,12,0,10,4,4,0,0,0,39,39,0
489,21,4,3310,9,12,2,12,0,4,1,108,0,59,39,1
490,23,4,19649,11,8,4,8,1,4,0,0,0,34,39,0
491,29,1,20147,11,8,0,1,1,4,1,0,0,39,39,0
492,18,4,545,7,11,4,4,1,4,0,0,0,59,39,0
493,17,4,11309,11,8,0,10,4,4,0,0,0,24,39,0
494,16,4,10321,9,12,4,3,3,4,1,0,0,19,39,0
495,24,4,19506,11,8,0,1,4,4,0,0,0,35,39,0
496,3,4,16770,15,9,4,7,3,4,1,0,0,39,39,0
497,6,4,20649,4,2,4,8,3,4,1,0,0,39,8,0
498,9,4,2140,15,9,4,10,1,4,0,0,0,34,39,0
499,55,0,18349,11,8,2,0,0,4,1,0,0,19,39,0
500,6,2,18993,11,8,4,5,1,4,1,0,0,39,31,0
501,45,2,5046,11,8,2,14,0,4,1,0,0,39,39,0
502,35,4,1466,15,9,2,1,0,4,1,0,0,39,39,0
503,41,4,10602,15,9,0,8,4,4,0,0,0,41,10,0
504,8,4,10611,9,12,4,12,1,4,0,0,0,39,39,0
505,7,4,20439,9,12,4,4,1,2,1,0,0,39,39,0
506,2,4,16168,15,9,4,11,3,4,1,0,0,7,39,0
507,26,4,4873,15,9,2,4,0,4,1,0,0,39,39,0
508,30,2,21427,11,8,5,1,4,2,0,0,0,39,39,0
509,22,4,3358,11,8,0,8,4,4,0,0,0,39,39,0
510,32,4,7133,8,10,3,6,4,4,1,0,14,41,39,0
511,36,0,16268,4,2,6,0,4,2,0,0,0,29,39,0
512,15,4,909,8,10,4,3,1,4,1,0,0,44,39,0
513,17,4,19321,15,9,2,10,0,4,1,0,0,49,39,1
514,11,4,11564,11,8,0,3,1,4,1,0,0,44,39,0
515,40,0,14538,8,10,6,0,4,4,0,0,0,37,39,0
516,8,4,16957,15,9,4,1,1,0,0,0,0,19,39,0
517,3,0,14011,15,9,4,0,3,4,1,0,0,23,39,0
518,4,0,13139,15,9,4,0,4,4,0,0,0,34,39,0
519,17,4,4532,9,12,2,10,0,4,1,0,0,49,39,1
520,21,5,3794,9,12,2,4,0,4,1,108,0,76,39,1
521,33,4,12320,11,8,2,4,0,4,1,94,0,49,39,1
522,7,2,16100,15,9,0,6,1,2,1,0,0,49,39,0
523,20,2,11174,15,9,2,13,0,4,1,0,0,44,39,1
524,27,4,10299,15,9,0,7,4,4,1,0,0,57,39,1
525,11,4,3061,15,9,2,12,5,4,0,0,0,39,39,0
526,25,4,14482,9,12,2,4,0,4,1,0,0,39,39,1
527,57,4,3800,15,9,0,1,1,4,0,0,0,8,39,0
528,21,6,11680,11,8,2,3,0,4,1,0,0,49,39,0
529,27,6,13001,12,13,2,10,0,4,1,0,0,39,39,0
530,27,4,4641,1,6,0,7,4,3,0,0,0,45,33,0
531,9,4,4577,11,8,4,7,1,4,1,0,0,39,39,0
532,19,4,12419,11,8,2,8,0,2,1,0,0,39,39,0
533,24,4,4004,7,11,2,4,5,4,0,0,0,49,39,1
534,50,4,15148,14,14,2,10,0,4,1,111,0,47,39,1
535,22,2,13468,2,7,2,13,0,4,1,0,0,49,39,0
536,40,4,11747,3,1,6,9,1,2,0,0,0,29,39,0
537,12,4,4054,8,10,5,3,1,4,1,0,0,39,39,0
538,14,5,1138,9,12,4,5,1,4,0,0,0,44,39,0
539,17,0,11640,11,8,4,0,4,2,0,0,0,39,39,0
540,27,4,13682,15,9,2,14,0,4,1,0,0,39,39,0
541,12,4,6598,10,15,4,10,3,4,1,0,0,39,39,0
542,13,4,15533,15,9,4,6,4,4,0,0,0,39,39,0
543,10,4,8853,11,8,4,14,1,4,1,0,0,39,39,0
544,10,4,12927,15,9,2,12,0,4,1,0,0,49,39,0
545,15,4,2978,11,8,4,6,1,4,0,0,0,44,39,0
546,41,4,1600,0,5,2,8,5,4,0,0,0,7,39,0
547,18,2,15247,15,9,2,11,0,4,1,0,0,39,39,0
548,4,4,16639,11,8,4,6,3,4,1,0,0,35,39,0
549,11,4,11047,15,9,4,3,4,4,1,0,0,39,39,0
550,29,6,15974,15,9,0,4,1,4,1,0,0,49,39,0
551,19,6,216,11,8,5,8,4,4,0,0,0,39,39,0
552,55,4,13246,1,6,6,1,4,4,0,0,0,39,39,0
553,18,4,14995,11,8,2,7,5,2,0,0,0,39,39,0
554,16,1,18849,8,10,0,3,4,2,0,0,0,39,39,1
555,52,4,6725,1,6,4,7,1,4,0,0,0,39,39,0
556,18,4,1749,11,8,2,7,0,4,1,0,0,39,39,0
557,14,4,18946,11,8,5,1,4,4,0,0,0,19,0,0
558,17,4,7617,11,8,2,13,5,4,0,0,0,31,39,0
559,13,4,7929,1,6,2,8,0,4,1,0,0,39,26,0
560,11,4,5042,9,12,4,14,1,4,1,0,0,54,39,0
561,37,4,13887,9,12,2,12,0,4,1,0,0,34,39,1
562,30,4,16827,15,9,2,10,0,4,1,0,0,49,39,1
563,7,4,2902,11,8,4,6,4,2,0,0,0,39,39,0
564,35,6,19223,9,12,2,10,0,4,1,0,0,59,39,1
565,3,4,230,11,8,4,6,3,0,1,0,0,47,39,0
566,26,5,11461,12,13,2,4,0,4,1,77,0,44,39,0
567,28,4,20973,5,3,5,8,4,4,0,0,0,39,26,0
568,12,6,4756,11,8,5,3,1,4,1,0,0,34,39,0
569,30,4,3134,12,13,0,4,4,4,1,0,0,41,39,0
570,7,4,19813,11,8,4,3,3,4,1,0,0,39,39,0
571,34,4,3535,11,8,2,10,0,4,1,0,0,39,39,0
572,0,4,15812,1,6,4,12,3,4,1,0,0,11,39,0
573,20,4,61,8,10,2,3,0,4,1,0,50,39,39,1
574,10,4,8364,10,15,4,10,1,4,0,0,0,68,39,0
575,12,4,19713,9,12,2,4,5,4,1,0,0,39,39,1
576,1,0,9004,2,7,4,0,3,4,1,0,0,24,39,0
577,19,6,308,7,11,0,12,4,4,0,0,0,34,39,0
578,41,2,17661,9,12,4,10,1,4,0,0,0,39,39,0
579,9,6,3096,15,9,2,3,0,4,1,0,0,44,39,0
580,48,0,12267,15,9,2,0,0,4,1,0,0,29,39,1
581,40,4,2356,11,8,2,12,0,4,1,0,0,39,39,1
582,42,4,12706,11,8,2,3,0,4,1,0,0,39,39,0
583,10,4,10671,11,8,2,7,0,4,1,0,0,39,39,0
584,14,6,19434,9,12,4,13,1,4,1,0,0,39,39,0
585,4,4,12483,15,9,4,12,3,4,0,0,0,23,39,0
586,12,4,720,15,9,4,1,1,4,1,0,0,59,39,0
587,1,4,8255,1,6,4,8,3,4,1,0,0,39,39,0
588,35,4,159,0,5,2,3,0,4,1,0,46,46,39,1
589,40,5,4191,9,12,0,10,1,4,1,0,0,76,39,0
590,25,0,6804,11,8,2,0,0,4,1,0,0,39,39,0
591,38,0,4288,11,8,2,0,5,1,0,0,0,39,39,0
592,43,4,1041,5,3,4,14,1,4,1,0,0,47,39,1
593,14,4,9273,9,12,2,10,0,4,1,94,0,39,2,1
594,6,4,5390,9,12,4,1,3,4,0,0,0,39,39,0
595,10,4,16963,11,8,4,12,3,4,1,0,0,39,39,0
596,6,0,3830,15,9,4,0,4,0,0,0,0,24,39,0
597,25,6,13988,14,14,2,10,0,4,1,0,47,49,39,1
598,8,4,12770,15,9,4,13,1,4,1,25,0,39,39,0
599,32,4,6744,9,12,4,10,1,4,0,0,0,44,39,0
600,15,4,15649,9,12,4,13,1,4,1,0,0,39,39,0
601,2,4,14204,15,9,4,1,3,4,1,0,0,27,39,0
602,43,4,1585,5,3,0,8,1,4,0,0,0,39,39,0
603,25,2,10024,6,4,2,8,0,4,1,0,0,39,39,0
604,18,6,12124,7,11,4,5,1,4,1,0,0,39,39,0
605,31,4,1312,11,8,4,1,4,2,0,0,0,36,39,0
606,34,4,20752,12,13,2,3,0,4,1,0,0,39,39,1
607,12,4,10774,11,8,4,3,1,0,1,0,0,39,39,0
608,19,2,19387,11,8,5,4,1,2,1,0,0,39,39,0
609,0,4,9392,0,5,4,8,3,4,0,0,0,20,39,0
610,35,4,12820,12,13,0,10,1,4,0,90,0,59,39,0
611,7,4,16058,11,8,4,3,1,4,1,0,0,39,39,0
612,7,4,16181,11,8,2,6,0,4,1,0,0,49,39,0
613,9,2,13489,9,12,4,10,3,4,1,6,0,39,39,0
614,10,4,4687,9,12,4,8,3,4,0,0,0,19,39,0
615,22,4,13464,11,8,4,6,3,4,1,0,0,59,39,0
616,13,4,20100,11,8,2,14,0,2,1,0,0,44,39,0
617,33,6,5049,11,8,2,4,0,4,1,0,0,31,39,0
618,35,5,1569,9,12,2,12,0,4,1,0,0,54,39,0
619,29,4,4058,14,14,2,10,0,4,1,108,0,44,39,1
620,6,4,11693,9,12,4,12,3,4,0,0,0,19,39,0
621,28,4,21161,1,6,6,8,1,2,0,0,0,19,39,0
622,48,4,4642,6,4,6,9,4,2,0,0,0,23,39,0
623,12,4,734,8,10,2,14,0,4,1,0,0,54,39,0
624,30,4,15762,6,4,3,6,4,4,1,0,0,39,8,0
625,13,4,5911,11,8,4,5,3,2,1,0,0,59,39,0
626,17,4,8031,11,8,2,12,0,4,1,0,0,44,39,1
627,21,6,16982,11,8,2,12,0,4,1,0,0,63,39,0
628,16,4,13257,15,9,2,4,0,4,1,0,0,39,39,1
629,32,4,17011,9,12,2,12,0,4,1,0,0,25,39,1
630,30,6,8952,15,9,4,8,4,2,0,0,0,39,39,0
631,32,2,5625,0,5,5,8,4,2,0,0,0,39,39,0
632,26,4,8080,15,9,2,3,0,4,1,108,0,59,39,1
633,13,4,4166,9,12,2,1,5,2,0,0,0,39,39,1
634,41,6,827,11,8,2,3,0,4,1,0,0,59,39,0
635,2,4,16762,11,8,4,8,3,4,0,0,0,13,39,0
636,4,4,14797,9,12,4,6,1,4,1,0,0,39,39,0
637,16,4,10029,9,12,2,4,0,4,1,108,0,59,39,1
638,30,5,16091,4,2,2,14,0,4,1,0,0,49,5,0
639,35,6,17880,10,15,2,10,0,4,1,0,0,59,39,1
640,9,4,2583,11,8,0,3,1,4,1,0,0,54,39,0
641,43,4,12667,11,8,2,3,0,4,1,0,0,39,39,0
642,4,4,8598,15,9,4,6,3,4,1,0,0,39,39,0
643,19,4,11476,15,9,2,12,0,4,1,79,0,49,39,1
644,14,4,1812,15,9,2,3,0,4,1,0,0,44,39,0
645,33,5,12218,10,15,5,10,1,4,1,0,0,39,39,1
646,14,2,20636,11,8,0,1,4,4,0,0,0,39,39,0
647,54,4,2708,11,8,2,3,0,4,1,0,0,14,39,0
648,41,0,8396,11,8,2,0,0,4,1,0,0,49,39,0
649,13,7,9373,9,12,2,13,0,4,1,0,0,39,39,1
650,3,4,6403,15,9,4,8,3,4,1,0,0,19,39,0
651,7,4,21456,11,8,4,4,2,4,1,67,0,49,39,0
652,18,4,17984,10,15,2,10,0,1,1,0,0,39,36,1
653,21,7,7277,15,9,5,4,1,4,0,0,0,44,39,0
654,10,4,17837,11,8,4,7,3,4,0,0,0,31,39,0
655,12,7,2423,15,9,4,1,4,1,0,0,0,39,30,0
656,53,0,9154,6,4,6,0,4,4,0,8,0,14,39,0
657,17,4,4419,11,8,2,3,0,4,1,0,0,44,39,0
658,27,4,14350,5,3,2,3,0,4,1,0,0,34,39,0
659,26,4,9883,11,8,2,7,0,4,1,0,0,39,39,1
660,27,6,19255,2,7,2,6,0,2,1,0,0,39,39,1
661,18,4,16710,12,13,4,12,1,4,1,0,0,59,39,0
662,10,4,4854,15,9,4,10,1,4,1,0,0,39,39,0
663,26,2,12123,12,13,4,10,1,4,1,0,0,37,39,0
664,3,4,2822,15,9,4,12,1,4,0,0,0,24,39,0
665,25,4,19442,7,11,0,10,4,4,0,97,0,39,39,1
666,10,7,16157,15,9,2,14,0,4,1,54,0,39,39,0
667,25,4,16021,11,8,2,3,0,2,1,0,0,39,39,1
668,3,0,5095,1,6,3,0,3,1,0,0,40,39,35,0
669,7,4,9634,6,4,4,7,1,4,1,0,34,39,39,0
670,31,1,4737,15,9,0,4,1,4,1,0,0,39,39,0
671,0,0,2777,1,6,4,0,3,4,0,0,0,19,39,0
672,0,6,20090,1,6,4,5,3,4,1,0,0,9,39,0
673,16,4,10781,9,12,2,4,0,4,1,0,0,39,39,1
674,33,5,14356,11,8,2,12,0,4,1,0,0,49,39,1
675,5,4,15710,11,8,4,12,3,4,0,39,0,39,39,0
676,0,4,4091,2,7,4,8,3,4,1,0,0,15,39,0
677,15,4,14802,15,9,2,1,0,4,1,0,0,39,26,0
678,14,4,6008,11,8,4,3,1,4,1,0,0,44,39,0
679,41,6,13117,11,8,6,4,1,4,1,0,0,49,39,0
680,12,2,3372,11,8,4,11,3,4,1,0,0,47,39,0
681,20,4,8614,8,10,2,3,0,4,1,0,0,39,32,1
682,17,6,11665,11,8,2,3,0,4,1,0,0,39,39,1
683,6,2,20954,15,9,5,4,4,2,1,0,0,39,39,0
684,1,7,1964,1,6,4,1,3,4,0,0,0,4,39,0
685,17,4,6753,11,8,0,4,1,4,0,0,0,39,39,0
686,49,0,7711,5,3,4,0,1,4,1,0,0,3,39,0
687,28,2,3095,9,12,2,10,5,4,0,0,0,54,39,0
688,24,4,12198,12,13,4,4,1,4,1,0,0,34,6,0
689,9,4,9153,11,8,4,8,2,4,1,0,0,29,39,0
690,37,2,4952,15,9,2,5,0,4,1,0,0,39,39,0
691,7,4,6993,15,9,4,7,3,2,0,0,0,44,39,0
692,25,4,16754,15,9,2,10,0,4,1,0,0,49,39,0
693,3,4,18758,15,9,4,10,3,4,1,0,0,19,39,0
694,6,7,19261,9,12,4,13,1,4,0,0,0,19,39,0
695,8,0,12983,7,11,4,0,2,4,1,0,0,44,39,0
696,18,4,13083,12,13,4,10,1,4,1,0,0,59,39,1
697,14,4,5479,12,13,2,13,0,4,1,0,47,39,39,1
698,13,4,11587,9,12,4,10,3,4,0,0,0,39,31,0
699,2,4,21219,11,8,4,12,3,4,0,0,0,19,39,0
700,19,2,4773,9,12,4,10,1,4,1,0,0,49,39,0
701,14,4,15860,9,12,6,12,4,4,0,0,14,39,5,0
702,4,4,8854,15,9,4,6,3,4,1,0,0,29,39,0
703,14,6,2778,15,9,2,3,0,4,1,0,0,39,39,0
704,29,4,18087,10,15,0,10,4,4,0,114,0,64,39,1
705,27,4,2096,9,12,0,4,3,4,0,0,0,49,39,1
706,23,4,14988,2,7,2,8,0,2,1,0,0,39,23,0
707,28,4,15799,15,9,4,12,1,2,1,0,0,39,39,0
708,43,4,10271,11,8,2,3,0,4,1,0,0,34,39,0
709,1,4,13485,1,6,4,8,2,4,1,0,0,24,39,0
710,11,4,18115,9,12,2,10,0,4,1,0,0,39,39,0
711,19,4,2370,15,9,0,1,4,2,0,0,0,39,39,0
712,19,4,17168,9,12,5,10,1,4,1,0,0,39,0,0
713,23,4,7373,8,10,2,13,0,4,1,68,0,39,39,0
714,19,2,20357,9,12,0,1,4,4,0,0,0,34,16,0
715,14,4,18093,11,8,5,8,4,2,0,0,0,39,39,0
716,16,4,12102,11,8,2,7,0,4,1,0,0,39,39,0
717,2,7,20295,11,8,4,13,3,4,0,0,0,39,39,0
718,5,4,13996,15,9,4,12,3,4,0,0,0,14,39,0
719,17,4,14230,9,12,2,4,0,4,1,0,0,44,39,1
720,16,4,10781,11,8,4,8,1,4,1,0,0,39,39,0
721,24,4,6028,11,8,2,3,0,4,1,0,55,59,39,0
722,12,4,17146,9,12,4,10,1,4,1,71,0,39,39,0
723,33,2,1544,11,8,2,4,0,4,1,0,0,41,39,1
724,25,4,8692,9,12,2,4,0,4,1,91,0,44,39,1
725,26,4,10305,9,12,4,10,1,4,1,0,0,39,0,1
726,27,4,4830,11,8,2,12,5,4,0,0,0,39,39,0
727,3,4,18210,15,9,4,8,1,4,0,0,0,19,39,0
728,14,4,14598,11,8,2,8,0,4,1,0,0,39,26,0
729,48,6,5452,1,6,2,4,0,4,1,98,0,58,0,1
730,6,4,19757,15,9,4,8,1,4,0,0,0,23,39,0
731,38,4,9730,15,9,0,1,1,1,0,0,0,39,39,0
732,9,4,10669,8,10,2,1,0,4,1,0,74,44,39,0
733,8,4,19186,8,10,4,8,3,4,0,0,0,14,39,0
734,28,0,1577,15,9,2,0,5,2,0,0,0,39,39,0
735,18,4,15348,15,9,2,3,0,4,1,34,0,39,39,0
736,19,4,6424,15,9,4,12,1,2,0,0,0,35,39,0
737,26,7,16693,9,12,2,10,0,4,1,0,0,49,39,0
738,39,4,8208,11,8,6,8,4,2,0,3,0,19,39,0
739,25,4,17503,9,12,2,13,0,4,1,0,0,39,39,1
740,2,4,11915,15,9,4,8,2,4,0,0,0,24,39,0
741,38,6,12829,11,8,2,14,0,4,1,0,0,69,39,0
742,25,4,7848,12,13,4,4,1,4,0,105,0,49,39,1
743,9,4,4935,8,10,4,13,3,4,1,0,0,39,39,0
744,0,4,18764,2,7,4,6,3,4,1,0,0,19,39,0
745,25,2,6069,9,12,2,10,5,4,0,0,0,39,39,1
746,38,4,12447,11,8,2,14,0,4,1,94,0,39,39,1
747,15,4,16990,15,9,4,1,3,2,0,0,0,39,39,0
748,12,4,16955,1,6,4,3,3,2,1,0,0,39,14,0
749,29,7,11993,9,12,2,10,0,4,1,0,0,36,39,0
750,12,7,19852,9,12,2,4,0,4,1,94,0,39,39,1
751,5,4,14620,9,12,4,10,4,4,1,0,0,19,39,0
752,41,6,3137,0,5,2,3,0,4,1,0,0,39,39,0
753,6,4,7379,11,8,4,14,4,4,1,0,0,49,39,0
754,22,4,1424,11,8,4,6,1,4,1,0,0,39,39,0
755,10,4,513,8,10,4,3,3,4,1,0,0,37,39,0
756,37,4,17748,11,8,2,14,0,4,1,0,0,39,39,1
757,16,2,5594,9,12,4,10,1,4,0,0,0,44,39,0
758,29,1,9156,11,8,2,1,5,4,0,0,0,39,39,1
759,20,4,4143,11,8,4,5,1,2,1,0,0,39,39,0
760,19,4,3978,11,8,4,8,1,4,0,0,0,17,39,0
761,42,2,20851,11,8,2,1,5,4,0,0,0,37,39,1
762,17,2,5542,11,8,0,11,4,4,1,0,0,39,32,0
763,36,5,6210,10,15,2,4,0,4,1,0,0,68,39,1
764,34,4,20413,9,12,4,12,1,4,1,0,0,54,39,1
765,15,4,17647,0,5,5,8,4,4,0,0,0,41,39,0
766,14,7,18273,15,9,3,8,2,4,1,0,0,39,39,0
767,5,4,7873,15,9,2,12,5,4,0,0,0,29,11,0
768,30,6,4378,9,12,0,12,1,4,0,0,0,49,39,0
769,15,4,11475,11,8,4,7,1,4,1,0,0,39,39,0
770,9,4,9540,15,9,4,5,1,4,0,0,0,37,39,0
771,20,4,19051,4,2,5,5,1,4,1,0,0,31,13,0
772,14,4,15900,11,8,0,3,4,4,1,0,0,54,39,0
773,20,4,17519,8,10,2,13,5,4,0,0,0,23,39,1
774,38,4,5249,11,8,4,12,1,4,1,0,0,37,39,0
775,6,2,17604,8,10,0,13,1,4,1,0,0,55,39,0
776,19,4,1609,15,9,0,1,4,4,0,0,0,39,39,0
777,17,4,2508,12,13,2,10,0,4,1,0,0,39,0,0
778,26,4,14842,9,12,2,12,0,4,1,0,0,49,39,1
779,37,4,17464,15,9,4,13,1,4,1,0,0,39,39,0
780,26,7,7516,15,9,2,3,0,4,1,0,0,39,0,0
781,11,4,12367,8,10,4,7,1,4,0,0,31,41,39,0
782,23,4,6385,8,10,2,4,0,4,1,0,0,49,39,1
783,24,6,1495,15,9,2,4,0,4,1,0,0,59,39,0
784,23,4,15509,9,12,4,12,1,3,0,0,0,54,39,1
785,25,4,9386,15,9,0,1,1,2,0,0,0,37,39,0
786,44,6,890,11,8,2,5,0,4,1,0,73,49,39,0
787,1,4,15123,2,7,4,7,3,4,1,0,0,29,39,0
788,42,0,11871,11,8,2,0,0,4,1,0,0,15,39,0
789,4,0,7734,11,8,4,0,1,4,0,6,0,39,39,0
790,31,4,4030,8,10,2,13,0,4,1,0,0,49,39,1
791,24,5,541,9,12,2,13,0,4,1,0,0,39,39,0
792,1,0,12307,15,9,4,0,3,4,1,0,0,32,39,0
793,6,4,13730,11,8,4,12,1,4,0,36,0,39,39,0
794,43,4,497,11,8,2,14,0,4,1,0,0,59,39,1
795,5,4,8714,15,9,4,8,2,2,1,0,0,19,39,0
796,44,4,6253,11,8,2,7,0,4,1,0,0,39,39,0
797,8,4,18757,11,8,4,7,1,2,1,0,0,39,39,0
798,29,4,3299,12,13,4,13,1,4,1,0,0,34,39,1
799,26,4,17271,9,12,2,4,0,4,1,0,47,39,9,1
800,26,4,8094,7,11,0,3,1,4,1,0,0,39,39,0
801,7,4,4364,11,8,4,8,3,2,1,0,34,29,39,0
802,51,6,18722,1,6,4,5,4,4,1,0,0,19,39,0
803,14,4,1591,11,8,0,1,4,4,0,0,0,37,39,0
804,0,4,12072,1,6,4,12,3,4,0,0,0,19,39,0
805,15,4,15111,11,8,2,3,0,4,1,79,0,47,39,1
806,33,0,88,12,13,3,0,2,4,1,0,0,39,39,0
807,16,4,9416,9,12,2,10,0,4,1,50,0,46,39,1
808,47,4,17105,9,12,2,10,0,4,1,0,0,39,39,1
809,3,4,6910,11,8,4,14,3,4,1,0,0,29,39,0
810,13,4,11820,11,8,5,8,3,4,0,0,0,35,39,0
811,5,0,14396,15,9,4,0,3,2,1,0,0,39,39,0
812,26,4,3458,15,9,0,4,1,4,1,0,0,44,39,0
813,5,4,6811,15,9,4,1,3,4,1,0,0,39,39,0
814,0,4,578,0,5,4,5,3,4,1,0,0,19,39,0
815,30,6,3412,11,8,2,8,5,4,0,0,0,72,22,0
816,24,4,16378,8,10,4,10,1,4,0,0,0,59,39,0
817,39,4,11230,15,9,2,3,0,4,1,0,0,49,39,1
818,47,4,9414,11,8,2,14,0,4,1,0,0,44,39,0
819,30,4,11784,11,8,2,14,0,4,1,0,0,49,39,1
820,31,4,9139,8,10,4,1,4,4,1,0,0,39,39,0
821,14,4,9603,12,13,4,10,1,4,0,0,0,45,39,0
822,12,4,8084,8,10,4,13,3,4,1,0,0,39,39,0
823,13,4,6276,11,8,6,1,1,4,0,0,0,39,39,0
824,15,4,4726,11,8,2,4,0,4,1,0,32,59,39,0
825,40,4,717,11,8,6,14,4,4,1,0,6,41,39,1
826,45,4,9863,11,8,6,8,1,4,0,0,0,39,39,0
827,22,4,21576,11,8,5,7,4,4,0,0,0,23,39,0
828,26,4,15236,15,9,4,1,1,4,1,0,0,24,39,0
829,7,5,8993,9,12,4,12,3,4,1,0,0,39,39,0
830,25,0,16557,1,6,2,0,0,4,1,0,0,14,39,0
831,36,4,12113,15,9,2,1,5,4,0,68,0,39,39,1
832,9,4,17511,15,9,4,6,3,4,1,0,0,39,39,0
833,56,6,10239,11,8,2,4,0,4,1,0,0,39,39,0
834,55,0,315,1,6,6,0,1,4,0,0,0,23,39,0
835,38,4,4300,11,8,2,7,0,4,1,0,0,39,39,0
836,8,4,21316,11,8,0,1,1,4,1,0,0,39,39,0
837,24,4,10563,9,12,0,10,1,4,0,0,0,49,39,1
838,7,4,18898,9,12,4,4,1,4,1,0,0,49,39,0
839,46,4,3070,11,8,6,5,1,4,1,0,0,5,39,0
840,0,4,12523,1,6,4,12,3,4,1,0,0,19,39,0
841,18,4,6667,15,9,2,3,0,4,1,0,0,49,39,0
842,34,4,7511,15,9,2,10,0,4,1,0,0,39,39,1
